,Rating,Type,Size,Reviews,Installs
581,4.2,Free,6.5,40039,"1,000,000+"
582,3.9,Free,26,742,"50,000+"
583,4.0,Free,19,187,"10,000+"
584,4.2,Free,6.1,2506,"500,000+"
585,4.5,Free,77,182986,"5,000,000+"
586,3.9,Free,9.5,8661,"1,000,000+"
587,3.6,Free,14,8,"1,000+"
588,4.4,Free,38,59,"5,000+"
589,3.5,Free,16,35,"1,000+"
590,4.4,Free,3.4,28,500+
591,4.8,Free,4.7,125,"5,000+"
592,4.6,Free,5.0,185,"10,000+"
593,4.7,Free,4.9,6,100+
594,4.8,Free,4.9,110,"10,000+"
595,2.7,Free,3.9,3,100+
596,5.0,Free,4.4,5,"1,000+"
597,4.8,Free,4.5,84,"1,000+"
598,5.0,Free,70,2,100+
599,4.8,Free,4.9,20,500+
600,4.9,Free,4.9,776,"5,000+"
601,3.0,Free,16,2,100+
602,4.7,Free,21,14,"5,000+"
603,1.0,Free,9.2,1,10+
604,5.0,Free,9.3,5,500+
605,4.7,Free,5.0,18,500+
606,5.0,Free,5.0,6,100+
607,5.0,Free,5.0,5,100+
608,3.0,Free,5.5,1,500+
609,4.1,Free,11,11,"1,000+"
610,5.0,Free,25,3,100+
611,3.7,Free,15,101,"10,000+"
612,4.5,Free,10,120,500+
613,4.2,Free,4.9,24,"1,000+"
614,4.3,Free,9.0,6,100+
615,4.1,Free,15,4954,"1,000,000+"
616,1.9,Free,19,954,"100,000+"
617,4.1,Free,56,2560,"100,000+"
618,4.4,Free,38,59,"5,000+"
619,3.9,Free,5.0,10212,"1,000,000+"
620,3.9,Free,27,105,"5,000+"
621,4.0,Free,Varies with devic,42197,"5,000,000+"
622,4.4,Free,3.4,28,500+
623,4.7,Free,4.9,6,100+
624,3.8,Free,25,5168,"100,000+"
625,4.4,Free,29,12633,"1,000,000+"
626,4.4,Free,8.1,41605,"500,000+"
627,3.6,Free,14,8,"1,000+"
628,4.4,Free,27,218,"10,000+"
629,2.7,Free,3.9,3,100+
630,4.3,Free,13,2433,"500,000+"
631,4.6,Free,5.0,185,"10,000+"
632,2.8,Free,5.5,80,"10,000+"
633,3.5,Free,16,35,"1,000+"
634,3.4,Free,14,5,500+
635,4.8,Free,4.7,125,"5,000+"
636,4.7,Free,3.7,791,"10,000+"
637,4.8,Free,4.9,110,"10,000+"
638,4.8,Free,3.5,5323,"50,000+"
639,4.7,Free,4.5,478,"10,000+"
640,4.1,Free,Varies with devic,825,"100,000+"
641,3.5,Free,36,69,"5,000+"
642,4.7,Free,4.5,158,"10,000+"
643,3.8,Free,19,24,"1,000+"
644,2.9,Free,14,53,"10,000+"
645,4.5,Free,77,182986,"5,000,000+"
646,3.3,Free,21,1157,"100,000+"
647,4.1,Free,7.9,97699,"1,000,000+"
648,4.7,Free,Varies with devic,6289924,"100,000,000+"
649,4.6,Free,18,181893,"10,000,000+"
650,4.7,Free,18,2544,"100,000+"
651,4.6,Free,21,85375,"5,000,000+"
652,4.7,Free,3.3,314299,"10,000,000+"
653,4.5,Free,39,9770,"5,000,000+"
654,4.7,Free,3.2,32346,"1,000,000+"
655,4.8,Free,5.1,4075,"500,000+"
656,4.6,Free,11,10611,"500,000+"
657,4.6,Free,27,9321,"1,000,000+"
658,4.6,Free,37,56065,"1,000,000+"
659,4.2,Free,Varies with devic,14286,"5,000,000+"
660,4.9,Free,26,133136,"1,000,000+"
661,3.8,Free,11,2469,"500,000+"
662,4.2,Free,Varies with devic,36212,"5,000,000+"
663,4.4,Free,41,390,"500,000+"
664,4.4,Free,49,1090,"1,000,000+"
665,4.3,Free,21,266948,"10,000,000+"
666,4.5,Free,8.1,342918,"10,000,000+"
667,4.4,Free,51,748,"1,000,000+"
668,4.6,Free,14,172640,"5,000,000+"
669,3.9,Free,18,61,"50,000+"
670,4.4,Free,3.0,1619,"1,000,000+"
671,4.3,Free,19,3168,"1,000,000+"
672,4.4,Free,Varies with devic,29855,"1,000,000+"
673,4.2,Free,22,6736,"1,000,000+"
674,4.4,Free,6.9,7005,"1,000,000+"
675,4.0,Free,7.4,889,"500,000+"
676,4.2,Free,84,5741,"1,000,000+"
677,3.8,Free,25,27572,"5,000,000+"
678,4.5,Free,18,10852,"1,000,000+"
679,4.7,Free,Varies with devic,9888,"500,000+"
680,4.5,Free,2.5,1929,"500,000+"
681,4.3,Free,3.9,1516,"100,000+"
682,4.2,Free,Varies with devic,215301,"10,000,000+"
683,4.3,Free,21,423,"100,000+"
684,4.7,Free,27,254519,"5,000,000+"
685,4.7,Free,Varies with devic,1107903,"10,000,000+"
686,4.6,Free,21,85375,"5,000,000+"
687,4.6,Free,18,181893,"10,000,000+"
688,4.6,Free,Varies with devic,211856,"10,000,000+"
689,4.5,Free,18,99020,"1,000,000+"
690,4.4,Free,Varies with devic,90481,"5,000,000+"
691,4.6,Free,10,32381,"1,000,000+"
692,4.5,Free,Varies with devic,248912,"5,000,000+"
693,4.5,Free,Varies with devic,248555,"5,000,000+"
694,4.2,Free,Varies with devic,215301,"10,000,000+"
695,4.4,Free,Varies with devic,272145,"10,000,000+"
696,4.4,Free,97,56897,"1,000,000+"
697,4.2,Free,17,8599,"1,000,000+"
698,4.5,Free,Varies with devic,41185,"1,000,000+"
699,4.1,Free,Varies with devic,29980,"1,000,000+"
700,4.0,Free,2.0,304,"10,000+"
701,4.1,Free,1.9,358,"50,000+"
702,4.3,Free,1.8,11904,"1,000,000+"
703,4.3,Free,1.8,22251,"1,000,000+"
704,4.3,Free,17,22384,"1,000,000+"
705,4.5,Free,18,99020,"1,000,000+"
706,4.6,Free,5.3,73404,"1,000,000+"
707,4.1,Free,Varies with devic,12733,"1,000,000+"
708,4.6,Free,5.4,25183,"1,000,000+"
709,4.7,Free,5.4,52743,"1,000,000+"
710,4.7,Free,5.4,61749,"1,000,000+"
711,4.3,Free,15,55704,"1,000,000+"
712,4.7,Free,5.3,19277,"1,000,000+"
713,4.6,Free,48,13612,"100,000+"
714,4.6,Free,5.4,37862,"1,000,000+"
715,4.6,Free,47,18372,"100,000+"
716,4.3,Free,556,656,"10,000+"
717,4.2,Free,29,240,"10,000+"
718,4.0,Free,2.3,275,"50,000+"
719,4.5,Free,Varies with devic,13791,"500,000+"
720,4.2,Free,4.4,3692,"100,000+"
721,4.1,Free,6.6,2363,"100,000+"
722,4.4,Free,Varies with devic,1769,"100,000+"
723,4.0,Free,526,430,"10,000+"
724,4.5,Free,12,756,"100,000+"
725,4.4,Free,Varies with devic,3963,"100,000+"
726,4.0,Free,29,316,"50,000+"
727,4.2,Free,Varies with devic,642,"50,000+"
728,4.3,Free,Varies with devic,1058,"100,000+"
729,4.2,Free,Varies with devic,2277,"100,000+"
730,4.6,Free,21,85375,"5,000,000+"
731,4.6,Free,18,181893,"10,000,000+"
732,4.7,Free,Varies with devic,6290507,"100,000,000+"
733,4.6,Free,Varies with devic,211856,"10,000,000+"
734,4.4,Free,Varies with devic,90481,"5,000,000+"
735,4.5,Free,18,99020,"1,000,000+"
736,4.3,Free,17,22384,"1,000,000+"
737,4.6,Free,10,32380,"1,000,000+"
738,4.5,Free,76,172505,"5,000,000+"
739,4.2,Free,Varies with devic,69493,"10,000,000+"
740,4.2,Free,17,8599,"1,000,000+"
741,4.7,Free,Varies with devic,1107884,"10,000,000+"
742,4.5,Free,Varies with devic,41185,"1,000,000+"
743,4.6,Free,18,7973,"1,000,000+"
744,4.3,Free,21,266935,"10,000,000+"
745,4.2,Free,Varies with devic,5695,"1,000,000+"
746,4.7,Free,6.9,142632,"5,000,000+"
747,4.7,Free,Varies with devic,6290507,"100,000,000+"
748,4.4,Free,14,55256,"5,000,000+"
749,4.5,Free,76,172508,"5,000,000+"
750,4.4,Free,11,54798,"1,000,000+"
751,4.0,Free,19,4815,"500,000+"
752,4.6,Free,6.5,75112,"1,000,000+"
753,4.4,Free,7.0,33646,"1,000,000+"
754,4.7,Free,Varies with devic,1107903,"10,000,000+"
755,4.7,Free,3.3,314300,"10,000,000+"
756,4.3,Free,21,206527,"10,000,000+"
757,4.1,Free,Varies with devic,9348,"1,000,000+"
758,4.2,Free,2.6,3816,"500,000+"
759,4.3,Free,21,47847,"1,000,000+"
760,4.3,Free,5.2,16195,"1,000,000+"
761,4.3,Free,18,206,"50,000+"
762,4.0,Free,Varies with devic,28392,"1,000,000+"
763,4.2,Free,16,3241,"100,000+"
764,4.0,Free,15,835,"100,000+"
765,4.0,Free,1.2,2525,"100,000+"
766,3.8,Free,Varies with devic,828,"100,000+"
767,4.6,Free,Varies with devic,211856,"10,000,000+"
768,4.1,Free,18,200058,"10,000,000+"
769,3.9,Free,1.8,1239,"100,000+"
770,4.1,Free,7.6,702,"10,000+"
771,4.5,Free,Varies with devic,108613,"10,000,000+"
772,4.2,Free,Varies with devic,69498,"10,000,000+"
773,4.4,Free,59,148550,"10,000,000+"
774,4.7,Free,Varies with devic,6290507,"100,000,000+"
775,4.0,Free,6.9,3847,"500,000+"
776,4.4,Free,14,55256,"5,000,000+"
777,4.4,Free,41,84309,"5,000,000+"
778,4.0,Free,19,4815,"500,000+"
779,4.5,Free,76,172508,"5,000,000+"
780,4.7,Free,Varies with devic,1107948,"10,000,000+"
781,4.3,Free,21,266948,"10,000,000+"
782,4.5,Free,21,14206,"500,000+"
783,4.3,Free,21,206532,"10,000,000+"
784,4.1,Free,Varies with devic,9348,"1,000,000+"
785,4.3,Free,21,14700,"1,000,000+"
786,4.5,Free,Varies with devic,42828,"1,000,000+"
787,4.2,Free,Varies with devic,40209,"1,000,000+"
788,4.6,Free,5.4,37862,"1,000,000+"
789,3.5,Free,7.3,1405,"100,000+"
790,4.2,Free,Varies with devic,69498,"10,000,000+"
791,4.4,Free,59,148549,"10,000,000+"
792,4.4,Free,41,84311,"5,000,000+"
793,4.6,Free,Varies with devic,211856,"10,000,000+"
794,4.3,Free,21,206532,"10,000,000+"
795,4.5,Free,76,172508,"5,000,000+"
796,4.8,Free,7.6,256079,"1,000,000+"
797,4.4,Free,Varies with devic,2078,"100,000+"
798,4.1,Free,13,16103,"1,000,000+"
799,4.9,Paid,63,11,"1,000+"
800,4.7,Paid,44,21,"1,000+"
801,4.7,Paid,24,31085,"500,000+"
802,4.7,Paid,24,3528,"100,000+"
803,4.4,Free,Varies with devic,5456208,"100,000,000+"
804,4.0,Free,4.5,11656,"1,000,000+"
805,4.2,Free,Varies with devic,28948,"1,000,000+"
806,4.3,Free,11,296771,"10,000,000+"
807,4.5,Free,Varies with devic,470089,"50,000,000+"
808,3.5,Free,4.6,10939,"10,000,000+"
809,4.2,Free,Varies with devic,98509,"5,000,000+"
810,3.1,Free,Varies with devic,5241,"5,000,000+"
811,4.6,Free,3.3,22508,"10,000,000+"
812,4.2,Free,6.5,10291,"5,000,000+"
813,4.3,Free,Varies with devic,7165362,"1,000,000,000+"
814,4.3,Free,Varies with devic,4885646,"100,000,000+"
815,4.1,Free,Varies with devic,141980,"5,000,000+"
816,3.8,Free,12,6979,"1,000,000+"
817,3.4,Free,Varies with devic,46618,"5,000,000+"
818,4.3,Free,5.6,103078,"5,000,000+"
819,4.4,Free,9.7,17682,"1,000,000+"
820,4.4,Free,15,37000,"1,000,000+"
821,4.0,Free,Varies with devic,175528,"10,000,000+"
822,3.7,Free,52,1828284,"100,000,000+"
823,3.9,Free,Varies with devic,34923,"5,000,000+"
824,4.5,Free,Varies with devic,684116,"10,000,000+"
825,4.4,Free,4.5,46916,"1,000,000+"
826,4.3,Free,Varies with devic,407698,"10,000,000+"
827,4.2,Free,49,702975,"50,000,000+"
828,4.2,Free,18,32458,"5,000,000+"
829,4.5,Free,13,235496,"10,000,000+"
830,4.7,Free,4.0,11661,"1,000,000+"
831,4.5,Free,16,653008,"10,000,000+"
832,4.5,Free,17,23063,"1,000,000+"
833,3.4,Free,Varies with devic,87384,"10,000,000+"
834,4.2,Free,24,411683,"50,000,000+"
835,4.3,Free,Varies with devic,8918,"1,000,000+"
836,4.2,Free,12,501498,"100,000,000+"
837,4.6,Free,Varies with devic,2133296,"50,000,000+"
838,4.1,Free,78,29690,"1,000,000+"
839,4.2,Free,Varies with devic,130549,"5,000,000+"
840,4.2,Free,25,613059,"50,000,000+"
841,4.3,Free,57,1633682,"100,000,000+"
842,4.4,Free,Varies with devic,42050,"1,000,000+"
843,3.9,Free,9.1,2646,"100,000+"
844,4.1,Free,39,21867,"1,000,000+"
845,4.3,Free,Varies with devic,32732,"1,000,000+"
846,4.5,Free,16,653008,"10,000,000+"
847,4.6,Free,Varies with devic,243747,"10,000,000+"
848,3.6,Free,8.5,2639,"100,000+"
849,4.3,Free,12,1511,"100,000+"
850,4.3,Free,72,44550,"1,000,000+"
851,4.2,Free,12,501497,"100,000,000+"
852,4.4,Free,Varies with devic,5456208,"100,000,000+"
853,4.1,Free,Varies with devic,7813,"500,000+"
854,4.1,Free,16,1033,"100,000+"
855,4.2,Free,9.6,2442,"100,000+"
856,3.9,Free,Varies with devic,15254,"1,000,000+"
857,4.2,Free,22,155234,"1,000,000+"
858,3.7,Free,Varies with devic,310066,"10,000,000+"
859,4.5,Free,13,12216,"1,000,000+"
860,3.7,Free,Varies with devic,388089,"10,000,000+"
861,3.8,Free,12,92058,"10,000,000+"
862,4.3,Free,Varies with devic,88185,"10,000,000+"
863,3.0,Free,23,493,"50,000+"
864,4.1,Free,20,33387,"1,000,000+"
865,4.2,Free,25,123279,"10,000,000+"
866,4.1,Free,17,27424,"1,000,000+"
867,3.9,Free,Varies with devic,60841,"5,000,000+"
868,4.0,Free,19,29706,"1,000,000+"
869,4.4,Free,21,288150,"5,000,000+"
870,4.2,Free,19,14807,"1,000,000+"
871,4.0,Free,Varies with devic,319692,"10,000,000+"
872,3.9,Free,Varies with devic,61201,"10,000,000+"
873,4.0,Free,Varies with devic,22998,"1,000,000+"
874,4.2,Free,Varies with devic,12398,"1,000,000+"
875,4.0,Free,19,35928,"1,000,000+"
876,4.3,Free,4.4,64448,"1,000,000+"
877,3.9,Free,19,22378,"1,000,000+"
878,4.2,Free,12,501498,"100,000,000+"
879,4.4,Free,Varies with devic,5456599,"100,000,000+"
880,4.3,Free,11,296829,"10,000,000+"
881,3.7,Free,Varies with devic,310095,"10,000,000+"
882,4.3,Free,Varies with devic,88185,"10,000,000+"
883,3.7,Free,Varies with devic,388089,"10,000,000+"
884,3.8,Free,12,92058,"10,000,000+"
885,4.2,Free,25,123279,"10,000,000+"
886,4.0,Free,Varies with devic,319691,"10,000,000+"
887,3.9,Free,Varies with devic,60841,"5,000,000+"
888,4.4,Free,21,288150,"5,000,000+"
889,4.5,Free,13,16372,"500,000+"
890,4.1,Free,17,58028,"5,000,000+"
891,4.1,Free,20,33387,"1,000,000+"
892,3.9,Free,Varies with devic,61201,"10,000,000+"
893,4.5,Free,20,736864,"10,000,000+"
894,4.0,Free,19,29706,"1,000,000+"
895,4.1,Free,17,27424,"1,000,000+"
896,3.6,Free,21,1968,"500,000+"
897,3.8,Free,15,35279,"1,000,000+"
898,4.0,Free,19,35931,"1,000,000+"
899,4.2,Free,19,14807,"1,000,000+"
900,3.7,Free,7.2,17247,"1,000,000+"
901,3.8,Free,32,87723,"10,000,000+"
902,3.7,Free,Varies with devic,18523,"1,000,000+"
903,4.1,Free,Varies with devic,182103,"10,000,000+"
904,3.7,Free,44,197774,"10,000,000+"
905,3.9,Free,19,8674,"1,000,000+"
906,4.4,Free,Varies with devic,5456708,"100,000,000+"
907,4.3,Free,11,296771,"10,000,000+"
908,3.9,Free,Varies with devic,58082,"10,000,000+"
909,3.7,Free,Varies with devic,388089,"10,000,000+"
910,3.7,Free,Varies with devic,310066,"10,000,000+"
911,4.2,Free,25,123279,"10,000,000+"
912,4.3,Free,Varies with devic,88185,"10,000,000+"
913,4.0,Free,Varies with devic,319691,"10,000,000+"
914,4.1,Free,Varies with devic,7813,"500,000+"
915,3.9,Free,Varies with devic,60841,"5,000,000+"
916,4.5,Free,16,653008,"10,000,000+"
917,3.9,Free,Varies with devic,27424,"1,000,000+"
918,4.1,Free,20,33387,"1,000,000+"
919,4.3,Free,Varies with devic,407719,"10,000,000+"
920,4.4,Free,21,288150,"5,000,000+"
921,4.1,Free,30,115033,"10,000,000+"
922,4.0,Free,Varies with devic,22997,"1,000,000+"
923,3.9,Free,Varies with devic,61201,"10,000,000+"
924,3.9,Free,57,801,"100,000+"
925,4.0,Free,19,29706,"1,000,000+"
926,4.1,Free,17,27424,"1,000,000+"
927,4.2,Free,Varies with devic,12398,"1,000,000+"
928,3.8,Free,15,35279,"1,000,000+"
929,4.0,Free,19,35931,"1,000,000+"
930,3.9,Free,19,22378,"1,000,000+"
931,4.2,Free,19,14807,"1,000,000+"
932,3.7,Free,44,197774,"10,000,000+"
933,3.9,Free,19,8674,"1,000,000+"
934,4.2,Free,35,8968,"1,000,000+"
935,4.3,Free,44,303,"10,000+"
936,4.3,Free,Varies with devic,407719,"10,000,000+"
937,4.6,Free,Varies with devic,732,"100,000+"
938,4.3,Free,20,1856,"100,000+"
939,4.6,Free,19,50725,"5,000,000+"
940,4.2,Free,25,123279,"10,000,000+"
941,4.6,Free,Varies with devic,243747,"10,000,000+"
942,4.5,Free,43,1575,"100,000+"
943,4.6,Paid,Varies with devic,6238,"100,000+"
944,3.9,Free,Varies with devic,9941,"1,000,000+"
945,4.2,Free,3.6,23666,"1,000,000+"
946,4.4,Free,7.7,67554,"1,000,000+"
947,4.2,Free,44,38769,"1,000,000+"
948,4.3,Free,12,160164,"10,000,000+"
949,4.6,Paid,53,3771,"100,000+"
950,4.3,Free,77,256664,"10,000,000+"
951,4.5,Free,Varies with devic,787177,"10,000,000+"
952,4.0,Free,9.5,3782,"100,000+"
953,4.0,Free,36,40113,"5,000,000+"
954,4.5,Free,6.3,7074,"500,000+"
955,4.5,Free,5.9,2153,"50,000+"
956,4.0,Free,Varies with devic,26089,"5,000,000+"
957,4.0,Free,12,20611,"1,000,000+"
958,4.2,Free,2.8,811,"10,000+"
959,4.4,Free,26,15558,"1,000,000+"
960,4.6,Free,8.7,573,"100,000+"
961,4.6,Free,53,8232,"1,000,000+"
962,4.1,Free,Varies with devic,3089,"100,000+"
963,4.6,Free,14,3874,"100,000+"
964,4.4,Free,8.9,464,"100,000+"
965,4.6,Free,11,731,"50,000+"
966,4.9,Free,334,69,"1,000+"
967,4.5,Free,24,8800,"1,000,000+"
968,4.6,Free,13,99,"10,000+"
969,4.7,Free,Varies with devic,30,500+
970,4.3,Free,2.8,456,"50,000+"
971,4.2,Free,Varies with devic,3200,"100,000+"
972,4.3,Free,3.5,5839,"100,000+"
973,5.0,Free,61,4,500+
974,4.4,Free,6.0,663,"100,000+"
975,5.0,Free,2.3,16,100+
976,4.5,Free,9.0,1065,"100,000+"
977,4.5,Free,Varies with devic,1953,"100,000+"
978,4.8,Free,29,12,"1,000+"
979,4.4,Free,4.4,4298,"100,000+"
980,5.0,Free,21,1,100+
981,3.7,Free,27,100,"50,000+"
982,4.1,Free,24,399,"100,000+"
983,4.8,Free,6.3,28,"1,000+"
984,4.6,Free,3.8,7,500+
985,4.4,Free,Varies with devic,124424,"10,000,000+"
986,4.4,Free,Varies with devic,39041,"1,000,000+"
987,3.6,Free,42,52306,"5,000,000+"
988,3.7,Free,Varies with devic,36718,"5,000,000+"
989,3.8,Free,19,42644,"5,000,000+"
990,4.2,Free,70,278082,"10,000,000+"
991,4.2,Free,32,6076,"500,000+"
992,4.2,Free,93,112656,"5,000,000+"
993,3.3,Free,Varies with devic,335738,"10,000,000+"
994,3.4,Free,Varies with devic,31906,"1,000,000+"
995,4.3,Free,Varies with devic,20672,"1,000,000+"
996,4.2,Free,40,957973,"10,000,000+"
997,4.7,Free,24,130582,"5,000,000+"
998,4.1,Free,Varies with devic,31218,"1,000,000+"
999,4.7,Free,20,167168,"1,000,000+"
1000,4.0,Free,15,34428,"10,000,000+"
1001,3.6,Free,28,15247,"1,000,000+"
1002,4.0,Free,10,48445,"5,000,000+"
1003,3.6,Free,Varies with devic,35518,"1,000,000+"
1004,4.3,Free,Varies with devic,12185,"1,000,000+"
1005,4.2,Free,Varies with devic,36746,"5,000,000+"
1006,4.2,Free,14,21996,"1,000,000+"
1007,4.1,Free,Varies with devic,138371,"5,000,000+"
1008,4.0,Free,42,12073,"1,000,000+"
1009,4.1,Free,65,111632,"1,000,000+"
1010,4.4,Free,37,250706,"10,000,000+"
1011,4.7,Free,Varies with devic,706301,"10,000,000+"
1012,4.5,Free,39,64959,"1,000,000+"
1013,4.3,Free,47,659741,"50,000,000+"
1014,4.6,Free,79,510392,"10,000,000+"
1015,4.3,Free,18,7215,"1,000,000+"
1016,4.0,Free,Varies with devic,25508,"1,000,000+"
1017,4.5,Free,100,60449,"1,000,000+"
1018,4.5,Free,32,381788,"10,000,000+"
1019,3.6,Free,46,10697,"1,000,000+"
1020,4.2,Free,Varies with devic,347838,"100,000,000+"
1021,4.1,Free,9.8,31804,"5,000,000+"
1022,3.5,Free,8.2,3856,"1,000,000+"
1023,4.4,Free,18,199684,"5,000,000+"
1024,4.0,Free,Varies with devic,44545,"1,000,000+"
1025,4.5,Free,39,1336246,"10,000,000+"
1026,4.2,Free,44,257,"10,000+"
1027,4.6,Free,Varies with devic,57493,"1,000,000+"
1028,4.2,Free,5.0,283,"100,000+"
1029,4.8,Free,21,12304,"100,000+"
1030,4.5,Free,22,8188,"100,000+"
1031,4.2,Free,23,11919,"1,000,000+"
1032,4.3,Free,Varies with devic,45957,"1,000,000+"
1033,4.2,Free,Varies with devic,347838,"100,000,000+"
1034,4.4,Free,Varies with devic,126431,"1,000,000+"
1035,4.4,Free,27,21570,"1,000,000+"
1036,4.6,Free,Varies with devic,134564,"5,000,000+"
1037,4.2,Free,5.0,283,"100,000+"
1038,4.6,Free,32,16961,"500,000+"
1039,4.6,Free,7.4,111254,"1,000,000+"
1040,4.4,Free,24,7731,"100,000+"
1041,4.3,Free,22,5928,"500,000+"
1042,4.2,Free,Varies with devic,15703,"1,000,000+"
1043,4.2,Free,10,6148,"1,000,000+"
1044,3.8,Free,17,861,"100,000+"
1045,4.5,Free,38,8662,"100,000+"
1046,4.6,Free,46,23130,"1,000,000+"
1047,4.6,Free,3.8,69973,"1,000,000+"
1048,4.7,Free,9.3,1311,"50,000+"
1049,4.6,Free,8.4,26587,"1,000,000+"
1050,4.6,Free,28,2417,"100,000+"
1051,4.7,Free,Varies with devic,706302,"10,000,000+"
1052,3.8,Free,9.7,1054,"100,000+"
1053,4.3,Free,11,25166,"1,000,000+"
1054,4.3,Free,Varies with devic,129304,"5,000,000+"
1055,4.5,Free,7.4,19870,"1,000,000+"
1056,4.6,Free,19,3596,"100,000+"
1057,4.6,Free,16,161440,"1,000,000+"
1058,4.7,Free,14,7514,"100,000+"
1059,4.5,Free,22,46106,"1,000,000+"
1060,4.4,Free,25,15141,"1,000,000+"
1061,3.9,Free,3.6,714,"50,000+"
1062,4.5,Free,Varies with devic,42410,"1,000,000+"
1063,4.6,Free,Varies with devic,260547,"5,000,000+"
1064,4.1,Free,4.5,4344,"500,000+"
1065,4.5,Free,Varies with devic,22808,"1,000,000+"
1066,4.4,Free,23,42809,"1,000,000+"
1067,4.5,Free,Varies with devic,16808,"1,000,000+"
1068,4.6,Free,Varies with devic,157505,"5,000,000+"
1069,4.2,Free,Varies with devic,24647,"1,000,000+"
1070,4.4,Free,4.2,1922,"100,000+"
1071,4.1,Free,Varies with devic,3334,"500,000+"
1072,3.9,Free,58,10658,"1,000,000+"
1073,4.6,Free,Varies with devic,57493,"1,000,000+"
1074,4.5,Free,22,78361,"1,000,000+"
1075,3.7,Free,Varies with devic,2594,"500,000+"
1076,4.1,Free,1.4,13868,"1,000,000+"
1077,4.4,Free,Varies with devic,135952,"5,000,000+"
1078,4.6,Free,9.1,11066,"500,000+"
1079,4.5,Free,22,8188,"100,000+"
1080,4.3,Free,Varies with devic,45962,"1,000,000+"
1081,4.3,Free,Varies with devic,34861,"1,000,000+"
1082,4.3,Free,Varies with devic,37580,"5,000,000+"
1083,4.4,Free,Varies with devic,281485,"5,000,000+"
1084,4.3,Free,21,685,"50,000+"
1085,4.4,Free,Varies with devic,126447,"1,000,000+"
1086,4.3,Free,Varies with devic,129304,"5,000,000+"
1087,4.4,Free,11,3780,"100,000+"
1088,4.1,Free,38,15192,"1,000,000+"
1089,4.4,Free,12,5950,"500,000+"
1090,4.2,Free,45,15993,"1,000,000+"
1091,4.3,Free,50,5905,"500,000+"
1092,4.4,Free,24,7731,"100,000+"
1093,4.3,Free,47,659760,"50,000,000+"
1094,4.3,Free,23,14627,"1,000,000+"
1095,3.9,Free,46,1098,"100,000+"
1096,4.1,Free,45,2898,"100,000+"
1097,4.1,Free,50,70782,"1,000,000+"
1098,4.2,Free,24,11264,"1,000,000+"
1099,4.5,Free,33,100997,"5,000,000+"
1100,4.2,Free,Varies with devic,347874,"100,000,000+"
1101,4.7,Free,12,3290,"50,000+"
1102,4.4,Free,53,341090,"10,000,000+"
1103,4.6,Free,14,964,"10,000+"
1104,4.6,Free,68,87951,"5,000,000+"
1105,4.4,Free,37,250719,"10,000,000+"
1106,4.6,Free,79,510401,"10,000,000+"
1107,4.3,Free,32,24729,"1,000,000+"
1108,4.0,Free,46,78306,"5,000,000+"
1109,4.4,Free,40,43313,"1,000,000+"
1110,4.6,Free,32,1374549,"10,000,000+"
1111,4.2,Free,Varies with devic,208463,"10,000,000+"
1112,4.1,Free,24,6998,"1,000,000+"
1113,3.6,Free,42,145323,"10,000,000+"
1114,4.1,Free,13,64784,"10,000,000+"
1115,4.6,Free,13,32997,"1,000,000+"
1116,4.7,Free,8.9,2707,"100,000+"
1117,4.7,Free,Varies with devic,129737,"1,000,000+"
1118,4.7,Free,19,611136,"10,000,000+"
1119,4.7,Free,Varies with devic,6118,"1,000,000+"
1120,4.1,Free,14,2473,"500,000+"
1121,3.4,Free,64,109784,"10,000,000+"
1122,3.8,Free,8.4,3320,"500,000+"
1123,3.7,Free,11,61,"50,000+"
1124,4.2,Free,66,68103,"1,000,000+"
1125,3.1,Free,Varies with devic,8412,"1,000,000+"
1126,3.5,Free,41,10741,"1,000,000+"
1127,4.7,Free,15,3803,"500,000+"
1128,4.5,Free,35,155944,"5,000,000+"
1129,4.2,Free,36,10159,"1,000,000+"
1130,4.3,Free,17,28008,"5,000,000+"
1131,4.0,Free,25,43614,"1,000,000+"
1132,4.5,Free,35,455377,"10,000,000+"
1133,4.6,Free,10,1398,"100,000+"
1134,4.7,Free,Varies with devic,1032935,"10,000,000+"
1135,4.1,Free,12,32405,"5,000,000+"
1136,4.3,Free,Varies with devic,151080,"5,000,000+"
1137,3.8,Free,11,22513,"1,000,000+"
1138,4.4,Free,Varies with devic,90042,"10,000,000+"
1139,4.3,Free,Varies with devic,58316,"5,000,000+"
1140,4.2,Free,17,8509,"1,000,000+"
1141,4.3,Free,43,19314,"1,000,000+"
1142,3.8,Free,41,21314,"1,000,000+"
1143,4.3,Free,Varies with devic,30224,"1,000,000+"
1144,3.7,Free,43,731,"100,000+"
1145,4.5,Free,16,454,"100,000+"
1146,3.6,Free,39,14952,"1,000,000+"
1147,4.8,Free,13,1250,"50,000+"
1148,3.3,Free,30,1726,"500,000+"
1149,4.7,Free,7.1,14065,"500,000+"
1150,4.6,Free,23,556,"100,000+"
1151,4.6,Free,17,4925,"1,000,000+"
1152,3.4,Free,18,6507,"1,000,000+"
1153,4.6,Free,Varies with devic,11707,"100,000+"
1154,4.0,Free,17,1077,"100,000+"
1155,4.1,Free,Varies with devic,46539,"5,000,000+"
1156,4.5,Free,15,9066,"500,000+"
1157,4.4,Free,22,1962,"100,000+"
1158,4.5,Free,Varies with devic,22071,"1,000,000+"
1159,4.0,Free,9.0,196,"10,000+"
